Chemical_name	CAS_number	InChIKey	Screening_method	Class_1	Class_2	Class_3	MoA_broad	MoA_specific	Molecular_target	Matrix	Sites	MDL	Quant	units
Dimethylaminophenazone	58-15-1	RMMXTBMQSGEXHJ-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	analgesic	pyrazolone analgesic	Antiinflammatory	n/a	n/a	Water	Q_T	1	0.1581	ng/L
2-Benzothiazolesulfonic acid	941-57-1	ZCXGMSGCBDSEOY-UHFFFAOYSA-N	LC-HRMS	polymer additive	rubber additive	vulcanisation accelerator	unknown	n/a	n/a	Water	Q_M	2	2.0331	ng/L
2-Benzothiazolesulfonic acid	941-57-1	ZCXGMSGCBDSEOY-UHFFFAOYSA-N	LC-HRMS	polymer additive	rubber additive	vulcanisation accelerator	unknown	n/a	n/a	Water	Q_O	2	1.0424	ng/L
2-Benzothiazolesulfonic acid	941-57-1	ZCXGMSGCBDSEOY-UHFFFAOYSA-N	LC-HRMS	polymer additive	rubber additive	vulcanisation accelerator	unknown	n/a	n/a	Water	Q_R	2	1.9884	ng/L
2-Benzothiazolesulfonic acid	941-57-1	ZCXGMSGCBDSEOY-UHFFFAOYSA-N	LC-HRMS	polymer additive	rubber additive	vulcanisation accelerator	unknown	n/a	n/a	Water	Q_T	2	1.5459	ng/L
Dicofol	115-32-2	UOAMTSKGCBMZTC-UHFFFAOYSA-N	GC-HRMS	POP	insecticide	organochlorine	Neuroactive	Adenylate cyclase inhibition	Octopamine-stimulated adenylate cyclase	Water	Q_M	18.1	5.572	ng/L
Dicofol	115-32-2	UOAMTSKGCBMZTC-UHFFFAOYSA-N	GC-HRMS	POP	insecticide	organochlorine	Neuroactive	Adenylate cyclase inhibition	Octopamine-stimulated adenylate cyclase	Water	Q_O	18.1	5.576	ng/L
Dicofol	115-32-2	UOAMTSKGCBMZTC-UHFFFAOYSA-N	GC-HRMS	POP	insecticide	organochlorine	Neuroactive	Adenylate cyclase inhibition	Octopamine-stimulated adenylate cyclase	Water	Q_R	18.1	5.572	ng/L
Dicofol	115-32-2	UOAMTSKGCBMZTC-UHFFFAOYSA-N	GC-HRMS	POP	insecticide	organochlorine	Neuroactive	Adenylate cyclase inhibition	Octopamine-stimulated adenylate cyclase	Water	Q_T	18.1	5.578	ng/L
10,11-Dihydro-10,11-dihydroxycarbamazepine	35079-97-1	PRGQOPPDPVELEG-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antiepileptic	carboxamide	unknown	n/a	n/a	Water	Q_M	1	1.0155	ng/L
10,11-Dihydro-10,11-dihydroxycarbamazepine	35079-97-1	PRGQOPPDPVELEG-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antiepileptic	carboxamide	unknown	n/a	n/a	Water	Q_O	1	5.5804	ng/L
10,11-Dihydro-10,11-dihydroxycarbamazepine	35079-97-1	PRGQOPPDPVELEG-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antiepileptic	carboxamide	unknown	n/a	n/a	Water	Q_R	1	3.5384	ng/L
10,11-Dihydro-10,11-dihydroxycarbamazepine	35079-97-1	PRGQOPPDPVELEG-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antiepileptic	carboxamide	unknown	n/a	n/a	Water	Q_T	1	1.5279	ng/L
2-Hydroxycarbamazepine	68011-66-5	VPZIYMMSJFWLSP-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antiepileptic	carboxamide	unknown	n/a	n/a	Water	Q_R	1	0.1177	ng/L
10,11-Dihydro-10-hydroxycarbamazepine	29331-92-8	BMPDWHIDQYTSHX-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antiepileptic	carboxamide	Neuroactive	Sodium channel inhibition	Voltage-gated sodium channel alpha subunit	Water	Q_M	1	0.1124	ng/L
10,11-Dihydro-10-hydroxycarbamazepine	29331-92-8	BMPDWHIDQYTSHX-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antiepileptic	carboxamide	Neuroactive	Sodium channel inhibition	Voltage-gated sodium channel alpha subunit	Water	Q_O	1	1.8208	ng/L
10,11-Dihydro-10-hydroxycarbamazepine	29331-92-8	BMPDWHIDQYTSHX-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antiepileptic	carboxamide	Neuroactive	Sodium channel inhibition	Voltage-gated sodium channel alpha subunit	Water	Q_R	1	0.1261	ng/L
10,11-Dihydro-10-hydroxycarbamazepine	29331-92-8	BMPDWHIDQYTSHX-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antiepileptic	carboxamide	Neuroactive	Sodium channel inhibition	Voltage-gated sodium channel alpha subunit	Water	Q_T	1	0.6014	ng/L
Amantadine	768-94-5	DKNWSYNQZKUICI-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	anti-parkinson	Amantadine	Nucleic acid biosynthesis inhibition, Neuroactive	Viral matrix protein inhibition, NMDA receptor antagonist, Dopamine receptor agonist	Viral matrix protein 2, NMDA receptor, Dopamine D2 receptor	Water	Q_R	10	2863.442	ng/L
Genistein	446-72-0	TZBJGXHYKVUXJN-UHFFFAOYSA-N	LC-HRMS	food and beverage	plant constituent	isoflavone	Endocrine, Mitosis/Cell cycle	Estrogen receptor agonist, Angiogenesis inhibition, Protein tyrosine kinase inhibition, DNA topoisomerase II inhibition	Estrogen receptor, Protein tyrosine kinase, DNA topoisomerase II	Water	Q_M	1	2.3038	ng/L
Genistein	446-72-0	TZBJGXHYKVUXJN-UHFFFAOYSA-N	LC-HRMS	food and beverage	plant constituent	isoflavone	Endocrine, Mitosis/Cell cycle	Estrogen receptor agonist, Angiogenesis inhibition, Protein tyrosine kinase inhibition, DNA topoisomerase II inhibition	Estrogen receptor, Protein tyrosine kinase, DNA topoisomerase II	Water	Q_O	1	6.7308	ng/L
Genistein	446-72-0	TZBJGXHYKVUXJN-UHFFFAOYSA-N	LC-HRMS	food and beverage	plant constituent	isoflavone	Endocrine, Mitosis/Cell cycle	Estrogen receptor agonist, Angiogenesis inhibition, Protein tyrosine kinase inhibition, DNA topoisomerase II inhibition	Estrogen receptor, Protein tyrosine kinase, DNA topoisomerase II	Water	Q_T	1	53.4202	ng/L
Daidzein	486-66-8	ZQSIJRDFPHDXIC-UHFFFAOYSA-N	LC-HRMS	food and beverage	plant constituent	isoflavone	Endocrine	GPER agonist	G protein-coupled estrogen receptor (GPER)	Water	Q_M	1	4.6687	ng/L
Daidzein	486-66-8	ZQSIJRDFPHDXIC-UHFFFAOYSA-N	LC-HRMS	food and beverage	plant constituent	isoflavone	Endocrine	GPER agonist	G protein-coupled estrogen receptor (GPER)	Water	Q_O	1	9.7351	ng/L
Daidzein	486-66-8	ZQSIJRDFPHDXIC-UHFFFAOYSA-N	LC-HRMS	food and beverage	plant constituent	isoflavone	Endocrine	GPER agonist	G protein-coupled estrogen receptor (GPER)	Water	Q_T	1	49.4776	ng/L
Bisphenol S	80-09-1	VPWNQTHUCYMVMZ-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	bisphenol	Endocrine	n/a	Estrogen receptor, Androgen receptor	Water	Q_M	0.7	2.8257	ng/L
Bisphenol S	80-09-1	VPWNQTHUCYMVMZ-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	bisphenol	Endocrine	n/a	Estrogen receptor, Androgen receptor	Water	Q_O	0.7	1.8274	ng/L
Citalopram	59729-33-8	WSEQXVZVJXJVFP-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antidepressant	SSRI	Neuroactive	Selective Serotonin reuptake inhibition (SSRI)	Sodium-dependent serotonin transporter	Water	Q_R	0.7	0.6582	ng/L
Bromoxynil	1689-84-5	UPMXNNIRAGDFEH-UHFFFAOYSA-N	LC-HRMS	pesticide	herbicide	nitrile	Photosynthesis inhibition	Photosystem II inhibition	Photosystem II	Water	Q_O	1	0.4835	ng/L
Bisoprolol	66722-44-9	VHYCDWMUTMEGQY-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antihypertensive	beta blocker	Cardiovascular system	Beta adrenergic receptor antagonist	Beta-1-adrenergic receptor	Water	Q_M	0.7	0.3637	ng/L
Bisoprolol	66722-44-9	VHYCDWMUTMEGQY-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antihypertensive	beta blocker	Cardiovascular system	Beta adrenergic receptor antagonist	Beta-1-adrenergic receptor	Water	Q_O	0.7	0.2532	ng/L
Bisoprolol	66722-44-9	VHYCDWMUTMEGQY-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antihypertensive	beta blocker	Cardiovascular system	Beta adrenergic receptor antagonist	Beta-1-adrenergic receptor	Water	Q_R	0.7	0.132	ng/L
Bisoprolol	66722-44-9	VHYCDWMUTMEGQY-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antihypertensive	beta blocker	Cardiovascular system	Beta adrenergic receptor antagonist	Beta-1-adrenergic receptor	Water	Q_T	0.7	0.7495	ng/L
Ephedrine	299-42-3	KWGRBVOPPLSCSI-WPRPVWTQSA-N	LC-HRMS	pharmaceutical	stimulans	stimulans	Cardiovascular system	Alpha adrenergic receptor agonist, Beta adrenergic receptor agonist	Alpha-1A, Beta-1 and Beta-2 adrenergic receptor	Water	Q_M	0.5	15.3992	ng/L
Ephedrine	299-42-3	KWGRBVOPPLSCSI-WPRPVWTQSA-N	LC-HRMS	pharmaceutical	stimulans	stimulans	Cardiovascular system	Alpha adrenergic receptor agonist, Beta adrenergic receptor agonist	Alpha-1A, Beta-1 and Beta-2 adrenergic receptor	Water	Q_O	0.5	17.3816	ng/L
Ephedrine	299-42-3	KWGRBVOPPLSCSI-WPRPVWTQSA-N	LC-HRMS	pharmaceutical	stimulans	stimulans	Cardiovascular system	Alpha adrenergic receptor agonist, Beta adrenergic receptor agonist	Alpha-1A, Beta-1 and Beta-2 adrenergic receptor	Water	Q_R	0.5	19.8141	ng/L
Ephedrine	299-42-3	KWGRBVOPPLSCSI-WPRPVWTQSA-N	LC-HRMS	pharmaceutical	stimulans	stimulans	Cardiovascular system	Alpha adrenergic receptor agonist, Beta adrenergic receptor agonist	Alpha-1A, Beta-1 and Beta-2 adrenergic receptor	Water	Q_T	0.5	17.2836	ng/L
Fluconazole	86386-73-4	RFHAOTPXVQNOHP-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antimycotics	azole	Sterol biosynthesis inhibition	C14-demethylase inhibition	C14-demethylase	Water	Q_R	2	3.3515	ng/L
Telmisartan	144701-48-4	RMMXLENWKUUMAY-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antihypertensive	Sartan (Angiotensin II receptor blocker)	Cardiovascular system, Lipid metabolism	AT1 antagonist, partial PPARγ agonist	Angiotensin II type 1 receptor (AT1) receptor, Peroxisome proliferator-activated receptor (PPAR) gamma	Water	Q_M	0.5	0.0583	ng/L
Telmisartan	144701-48-4	RMMXLENWKUUMAY-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antihypertensive	Sartan (Angiotensin II receptor blocker)	Cardiovascular system, Lipid metabolism	AT1 antagonist, partial PPARγ agonist	Angiotensin II type 1 receptor (AT1) receptor, Peroxisome proliferator-activated receptor (PPAR) gamma	Water	Q_O	0.5	0.0426	ng/L
Telmisartan	144701-48-4	RMMXLENWKUUMAY-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antihypertensive	Sartan (Angiotensin II receptor blocker)	Cardiovascular system, Lipid metabolism	AT1 antagonist, partial PPARγ agonist	Angiotensin II type 1 receptor (AT1) receptor, Peroxisome proliferator-activated receptor (PPAR) gamma	Water	Q_R	0.5	1.8711	ng/L
Telmisartan	144701-48-4	RMMXLENWKUUMAY-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antihypertensive	Sartan (Angiotensin II receptor blocker)	Cardiovascular system, Lipid metabolism	AT1 antagonist, partial PPARγ agonist	Angiotensin II type 1 receptor (AT1) receptor, Peroxisome proliferator-activated receptor (PPAR) gamma	Water	Q_T	0.5	0.0626	ng/L
4,4'-DDE	72-55-9	UCNVFOCBFJOQAL-UHFFFAOYSA-N	GC-HRMS	POP	insecticide	organochlorine	Neuroactive, Endocrine	GABA-gated chloride channel antagonist, Androgen receptor antagonist, Diphenyl sodium channel modulation	GABA-gated chloride channels, Androgen receptor, Diphenyl sodium channel	Water	Q_M	3.6	1.138	ng/L
4,4'-DDE	72-55-9	UCNVFOCBFJOQAL-UHFFFAOYSA-N	GC-HRMS	POP	insecticide	organochlorine	Neuroactive, Endocrine	GABA-gated chloride channel antagonist, Androgen receptor antagonist, Diphenyl sodium channel modulation	GABA-gated chloride channels, Androgen receptor, Diphenyl sodium channel	Water	Q_O	3.6	1.053	ng/L
4,4'-DDE	72-55-9	UCNVFOCBFJOQAL-UHFFFAOYSA-N	GC-HRMS	POP	insecticide	organochlorine	Neuroactive, Endocrine	GABA-gated chloride channel antagonist, Androgen receptor antagonist, Diphenyl sodium channel modulation	GABA-gated chloride channels, Androgen receptor, Diphenyl sodium channel	Water	Q_R	3.6	1.101	ng/L
4,4'-DDE	72-55-9	UCNVFOCBFJOQAL-UHFFFAOYSA-N	GC-HRMS	POP	insecticide	organochlorine	Neuroactive, Endocrine	GABA-gated chloride channel antagonist, Androgen receptor antagonist, Diphenyl sodium channel modulation	GABA-gated chloride channels, Androgen receptor, Diphenyl sodium channel	Water	Q_T	3.6	1.061	ng/L
Fluorene	86-73-7	NIHNNTQXNPWCJQ-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	3-ring PAH	Lipid metabolism	PPAR agonist	Peroxisome proliferator-activated receptor (PPAR) gamma	Water	Q_M	33.8	18.592	ng/L
Fluorene	86-73-7	NIHNNTQXNPWCJQ-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	3-ring PAH	Lipid metabolism	PPAR agonist	Peroxisome proliferator-activated receptor (PPAR) gamma	Water	Q_O	33.8	22.643	ng/L
Fluorene	86-73-7	NIHNNTQXNPWCJQ-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	3-ring PAH	Lipid metabolism	PPAR agonist	Peroxisome proliferator-activated receptor (PPAR) gamma	Water	Q_T	33.8	22.501	ng/L
Chrysene	218-01-9	WDECIBYCCFPHNR-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	4-ring PAH	Nucleic acid damage	AhR agonist	Aryl hydrocarbon receptor (AhR)	Water	Q_M	25	2.226	ng/L
Chrysene	218-01-9	WDECIBYCCFPHNR-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	4-ring PAH	Nucleic acid damage	AhR agonist	Aryl hydrocarbon receptor (AhR)	Water	Q_O	25	1.141	ng/L
Chrysene	218-01-9	WDECIBYCCFPHNR-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	4-ring PAH	Nucleic acid damage	AhR agonist	Aryl hydrocarbon receptor (AhR)	Water	Q_R	25	1.523	ng/L
Chrysene	218-01-9	WDECIBYCCFPHNR-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	4-ring PAH	Nucleic acid damage	AhR agonist	Aryl hydrocarbon receptor (AhR)	Water	Q_T	25	1.896	ng/L
Benzo(b)fluoranthene	205-99-2	FTOVXSOBNPWTSH-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	5-ring PAH	Nucleic acid damage	AhR agonist	Aryl hydrocarbon receptor (AhR)	Water	Q_M	18	1.539	ng/L
Benzo(b)fluoranthene	205-99-2	FTOVXSOBNPWTSH-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	5-ring PAH	Nucleic acid damage	AhR agonist	Aryl hydrocarbon receptor (AhR)	Water	Q_O	18	0.792	ng/L
Benzo(b)fluoranthene	205-99-2	FTOVXSOBNPWTSH-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	5-ring PAH	Nucleic acid damage	AhR agonist	Aryl hydrocarbon receptor (AhR)	Water	Q_R	18	1.063	ng/L
Benzo(b)fluoranthene	205-99-2	FTOVXSOBNPWTSH-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	5-ring PAH	Nucleic acid damage	AhR agonist	Aryl hydrocarbon receptor (AhR)	Water	Q_T	18	1.157	ng/L
Isophorone	78-59-1	HJOVHMDZYOCNQW-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	isophorone	unknown	n/a	n/a	Water	Q_O	0.5	21.9474	ng/L
Isophorone	78-59-1	HJOVHMDZYOCNQW-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	isophorone	unknown	n/a	n/a	Water	Q_T	0.5	2.5433	ng/L
Dioctyldiphenylamine	101-67-7	QAPVYZRWKDXNDK-UHFFFAOYSA-N	GC-HRMS	polymer additive	antioxidant	amine antioxidant	unknown	n/a	n/a	Water	Q_M	5.2	1.719	ng/L
Dioctyldiphenylamine	101-67-7	QAPVYZRWKDXNDK-UHFFFAOYSA-N	GC-HRMS	polymer additive	antioxidant	amine antioxidant	unknown	n/a	n/a	Water	Q_O	5.2	1.647	ng/L
Dioctyldiphenylamine	101-67-7	QAPVYZRWKDXNDK-UHFFFAOYSA-N	GC-HRMS	polymer additive	antioxidant	amine antioxidant	unknown	n/a	n/a	Water	Q_R	5.2	1.92	ng/L
Dioctyldiphenylamine	101-67-7	QAPVYZRWKDXNDK-UHFFFAOYSA-N	GC-HRMS	polymer additive	antioxidant	amine antioxidant	unknown	n/a	n/a	Water	Q_T	5.2	1.645	ng/L
6:2 fluorotelomer sulfonic acid	27619-97-2	VIONGDJUYAYOPU-UHFFFAOYSA-N	LC-HRMS	PFAS	Fluorotelomer acid	Fluorotelomer sulfonic acid	unknown	n/a	n/a	Water	Q_M	1	63.8477	ng/L
6:2 fluorotelomer sulfonic acid	27619-97-2	VIONGDJUYAYOPU-UHFFFAOYSA-N	LC-HRMS	PFAS	Fluorotelomer acid	Fluorotelomer sulfonic acid	unknown	n/a	n/a	Water	Q_O	1	121.9303	ng/L
6:2 fluorotelomer sulfonic acid	27619-97-2	VIONGDJUYAYOPU-UHFFFAOYSA-N	LC-HRMS	PFAS	Fluorotelomer acid	Fluorotelomer sulfonic acid	unknown	n/a	n/a	Water	Q_R	1	94.4007	ng/L
6:2 fluorotelomer sulfonic acid	27619-97-2	VIONGDJUYAYOPU-UHFFFAOYSA-N	LC-HRMS	PFAS	Fluorotelomer acid	Fluorotelomer sulfonic acid	unknown	n/a	n/a	Water	Q_T	1	81.5481	ng/L
3-Hydroxy-2-naphthoic acid	92-70-6	ALKYHXVLJMQRLQ-UHFFFAOYSA-N	LC-HRMS	dye	azo dye	dye	unknown	n/a	n/a	Water	Q_M	0.5	0.234	ng/L
3-Hydroxy-2-naphthoic acid	92-70-6	ALKYHXVLJMQRLQ-UHFFFAOYSA-N	LC-HRMS	dye	azo dye	dye	unknown	n/a	n/a	Water	Q_O	0.5	0.1475	ng/L
3-Hydroxy-2-naphthoic acid	92-70-6	ALKYHXVLJMQRLQ-UHFFFAOYSA-N	LC-HRMS	dye	azo dye	dye	unknown	n/a	n/a	Water	Q_R	0.5	0.1503	ng/L
3-Hydroxy-2-naphthoic acid	92-70-6	ALKYHXVLJMQRLQ-UHFFFAOYSA-N	LC-HRMS	dye	azo dye	dye	unknown	n/a	n/a	Water	Q_T	0.5	0.1674	ng/L
Celecoxib	169590-42-5	RZEKVGVHFLEQIL-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	anti-inflammatory/antirheumatic	NSAID	Antiinflammatory	Cyclooxygenase inhibition	Cyclooxygenase 2 (COX-2)	Water	Q_R	1	0.3185	ng/L
Losartan	114798-26-4	PSIFNNKUMBGKDQ-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antihypertensive	Sartan (Angiotensin II receptor blocker)	Cardiovascular system	AT1 receptor antagonist	Angiotensin II type 1 receptor (AT1) receptor	Water	Q_R	2	19.2667	ng/L
Ondansetron	99614-02-5	FELGMEQIXOGIFQ-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antiemetic	serotonin antagonist	Neuroactive	Serotonin receptor antagonist	Serotonin 5-HT3 receptors	Water	Q_R	2	88.928	ng/L
Ondansetron	99614-02-5	FELGMEQIXOGIFQ-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antiemetic	serotonin antagonist	Neuroactive	Serotonin receptor antagonist	Serotonin 5-HT3 receptors	Water	Q_T	2	0.7501	ng/L
Tacrolimus	104987-11-3	QJJXYPPXXYFBGM-NYOQZLQMSA-N	LC-HRMS	pharmaceutical	antineoplastic	immunosuppressant	Immune system	FKBP1A inhibition, Calcineurin inhibition	Peptidyl-prolyl cis-trans isomerase (FKBP1A), Calcineurin	Water	Q_M	5	3.3967	ng/L
Valsartan	137862-53-4	ACWBQPMHZXGDFX-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antihypertensive	Sartan (Angiotensin II receptor blocker)	Cardiovascular system	AT1 receptor antagonist	Angiotensin II type 1 receptor (AT1) receptor	Water	Q_R	1	0.708	ng/L
Vardenafil	224785-90-4	SECKRCOLJRRGGV-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	urological	erectile disfunction	Neuromuscular system	Phosphodiesterase inhibition	cGMP-specific 3',5'-cyclic phosphodiesterase (PDE5)	Water	Q_O	5	1.3097	ng/L
Vardenafil	224785-90-4	SECKRCOLJRRGGV-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	urological	erectile disfunction	Neuromuscular system	Phosphodiesterase inhibition	cGMP-specific 3',5'-cyclic phosphodiesterase (PDE5)	Water	Q_T	5	0.3653	ng/L
Anastrozole	120511-73-1	YBBLVLTVTVSKRW-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	endocrine therapy	aromatase inhibitor	Endocrine	Aromatase inhibition	Aromatase	Water	Q_M	1	0.2884	ng/L
Anastrozole	120511-73-1	YBBLVLTVTVSKRW-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	endocrine therapy	aromatase inhibitor	Endocrine	Aromatase inhibition	Aromatase	Water	Q_R	1	0.1783	ng/L
Anastrozole	120511-73-1	YBBLVLTVTVSKRW-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	endocrine therapy	aromatase inhibitor	Endocrine	Aromatase inhibition	Aromatase	Water	Q_T	1	0.3842	ng/L
Enalapril	75847-73-3	GBXSMTUPTTWBMN-XIRDDKMYSA-N	LC-HRMS	pharmaceutical	antihypertensive	ACE inhibitor	Cardiovascular system	ACE inhibition	Angiotensin Converting Enzyme (ACE)	Water	Q_M	2	0.3717	ng/L
Enalapril	75847-73-3	GBXSMTUPTTWBMN-XIRDDKMYSA-N	LC-HRMS	pharmaceutical	antihypertensive	ACE inhibitor	Cardiovascular system	ACE inhibition	Angiotensin Converting Enzyme (ACE)	Water	Q_O	2	0.7689	ng/L
Enalapril	75847-73-3	GBXSMTUPTTWBMN-XIRDDKMYSA-N	LC-HRMS	pharmaceutical	antihypertensive	ACE inhibitor	Cardiovascular system	ACE inhibition	Angiotensin Converting Enzyme (ACE)	Water	Q_R	2	0.2599	ng/L
Enalapril	75847-73-3	GBXSMTUPTTWBMN-XIRDDKMYSA-N	LC-HRMS	pharmaceutical	antihypertensive	ACE inhibitor	Cardiovascular system	ACE inhibition	Angiotensin Converting Enzyme (ACE)	Water	Q_T	2	0.5172	ng/L
Acetamiprid	135410-20-7	WCXDHFDTOYPNIE-UHFFFAOYSA-N	LC-HRMS	pesticide	insecticide	neonicotinoide	Neuroactive	nAChR agonist	Nicotinic acetylcholine receptor (nAChR)	Water	Q_O	1	813.9313	ng/L
Tetraglyme	143-24-8	ZUHZGEOKBKGPSW-UHFFFAOYSA-N	LC-HRMS	additive	fluid additive	ethyleneglycol ether	unknown	n/a	n/a	Water	Q_T	2.5	9.6246	ng/L
Denatonium	47324-98-1	ZFQMTVNLDNXRNQ-UHFFFAOYSA-O	LC-HRMS	personal care and household	bittern	bittern	Olfactory/Gustatory system	Bitter taste receptor agonist	Bitter taste receptors (TAS2R)	Water	Q_O	1	0.0233	ng/L
Tetracain	94-24-6	GKCBAIGFKIBETG-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	anesthetics	aminobenzoic acid ester	Neuroactive	Sodium channel inhibition, Ryanodine receptor modulator	Ryanodine receptor 1 and 2, Voltage-gated sodium channel alpha subunit	Water	Q_M	1	0.6609	ng/L
Bupirimate	41483-43-6	DSKJPMWIHSOYEA-UHFFFAOYSA-N	LC-HRMS	pesticide	fungicide	pyrimidine	Nucleic acid biosynthesis inhibition	Adenosine deaminase inhibition	Adenosine deaminase	Water	Q_O	1	80.1254	ng/L
Sulfadimethoxine	122-11-2	ZZORFUFYDOWNEF-UHFFFAOYSA-N	LC-HRMS	veterinary pharmaceutical	antibiotic	sulfonamide	Antibiotic	Folic acid biosynthesis inhibition	Dihydropteroate synthase	Water	Q_M	1	0.58	ng/L
Sulfadimethoxine	122-11-2	ZZORFUFYDOWNEF-UHFFFAOYSA-N	LC-HRMS	veterinary pharmaceutical	antibiotic	sulfonamide	Antibiotic	Folic acid biosynthesis inhibition	Dihydropteroate synthase	Water	Q_R	1	0.3375	ng/L
Nitrendipin	39562-70-4	PVHUJELLJLJGLN-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antihypertensive	Ca channel blocker	Cardiovascular system	Calcium channel blocker, Mineralocorticoid receptor antagonist	Voltage-dependent calcium channels, Mineralocorticoid receptor	Water	Q_M	1	0.1627	ng/L
Dimethachlor ESA	NOCAS_891457	RVSCDWJKJDBFRS-UHFFFAOYSA-N	LC-HRMS	pesticide	herbicide	chloroacetanilide	unknown	n/a	n/a	Water	Q_R	1	3.3747	ng/L
Benzyl benzoate	120-51-4	SESFRYSPDFLNCH-UHFFFAOYSA-N	GC-HRMS	personal care and household	antimicrobial	preservative	Neuroactive	n/a	n/a	Water	Q_M	0.5	1.596	ng/L
Benzyl benzoate	120-51-4	SESFRYSPDFLNCH-UHFFFAOYSA-N	GC-HRMS	personal care and household	antimicrobial	preservative	Neuroactive	n/a	n/a	Water	Q_O	0.5	1.213	ng/L
Benzyl benzoate	120-51-4	SESFRYSPDFLNCH-UHFFFAOYSA-N	GC-HRMS	personal care and household	antimicrobial	preservative	Neuroactive	n/a	n/a	Water	Q_R	0.5	1.711	ng/L
Benzyl benzoate	120-51-4	SESFRYSPDFLNCH-UHFFFAOYSA-N	GC-HRMS	personal care and household	antimicrobial	preservative	Neuroactive	n/a	n/a	Water	Q_T	0.5	1.208	ng/L
m-Terphenyl	101-81-5	YJTKZCDBKVTVBY-UHFFFAOYSA-N	GC-HRMS	additive	heat transfer agent	aromatic compound	unknown	n/a	n/a	Water	Q_M	20.4	0.457	ng/L
m-Terphenyl	101-81-5	YJTKZCDBKVTVBY-UHFFFAOYSA-N	GC-HRMS	additive	heat transfer agent	aromatic compound	unknown	n/a	n/a	Water	Q_O	20.4	0.361	ng/L
m-Terphenyl	101-81-5	YJTKZCDBKVTVBY-UHFFFAOYSA-N	GC-HRMS	additive	heat transfer agent	aromatic compound	unknown	n/a	n/a	Water	Q_R	20.4	0.529	ng/L
m-Terphenyl	101-81-5	YJTKZCDBKVTVBY-UHFFFAOYSA-N	GC-HRMS	additive	heat transfer agent	aromatic compound	unknown	n/a	n/a	Water	Q_T	20.4	0.702	ng/L
Diphenylsulfone	91-17-8	KZTYYGOKRVBIMI-UHFFFAOYSA-N	GC-HRMS	intermediate	intermediate	sulfone	unknown	n/a	n/a	Water	Q_M	5.4	1.703	ng/L
Diphenylsulfone	91-17-8	KZTYYGOKRVBIMI-UHFFFAOYSA-N	GC-HRMS	intermediate	intermediate	sulfone	unknown	n/a	n/a	Water	Q_O	5.4	1.819	ng/L
Diphenylsulfone	91-17-8	KZTYYGOKRVBIMI-UHFFFAOYSA-N	GC-HRMS	intermediate	intermediate	sulfone	unknown	n/a	n/a	Water	Q_R	5.4	1.713	ng/L
